"","V1","V2","V3","V4","V5","V6"
"10006","Aphanius mento","Least Concern",19849142,"Cyprinodontiformes","Cyprinodontidae",NA
"10007","Squalius seyhanensis","Data Deficient",19849157,"Cypriniformes","Cyprinidae",NA
"10008","Oxynoemacheilus namiri","Least Concern",19849276,"Cypriniformes","Nemacheilidae",NA
"10009","Oxynoemacheilus araxensis","Data Deficient",19849291,"Cypriniformes","Nemacheilidae",NA
"10010","Aphanius villwocki","Least Concern",19849296,"Cyprinodontiformes","Cyprinodontidae",NA
"10011","Oxynoemacheilus bergianus","Least Concern",19849311,"Cypriniformes","Nemacheilidae",NA
"10012","Salmo abanticus","Vulnerable",19849316,"Salmoniformes","Salmonidae","Y"
"10013","Salmo opimus","Endangered",19849331,"Salmoniformes","Salmonidae",NA
"10014","Squalius adanaensis","Near Threatened",19849350,"Cypriniformes","Cyprinidae",NA
"10015","Salmo labecula","Endangered",19849360,"Salmoniformes","Salmonidae",NA
"10016","Oxynoemacheilus ceyhanensis","Data Deficient",19849365,"Cypriniformes","Nemacheilidae",NA
"10017","Oxynoemacheilus banarescui","Near Threatened",19849370,"Cypriniformes","Nemacheilidae",NA
"10018","Squalius recurvirostris","Vulnerable",19849375,"Cypriniformes","Cyprinidae",NA
"10019","Squalius fellowesii","Least Concern",19849380,"Cypriniformes","Cyprinidae",NA
"10020","Gobio sakaryaensis","Least Concern",19849385,"Cypriniformes","Cyprinidae",NA
"10021","Luciobarbus kottelati","Vulnerable",19849390,"Cypriniformes","Cyprinidae",NA
"10022","Luciobarbus kersin","Data Deficient",19849400,"Cypriniformes","Cyprinidae",NA
"10023","Oxynoemacheilus seyhanicola","Endangered",19849445,"Cypriniformes","Nemacheilidae",NA
"10024","Mesopotamichthys sharpeyi","Vulnerable",19849450,"Cypriniformes","Cyprinidae",NA
"10025","Oxynoemacheilus tigris","Critically Endangered",19849456,"Cypriniformes","Nemacheilidae",NA
"10026","Oxynoemacheilus angorae","Least Concern",19849461,"Cypriniformes","Nemacheilidae","Y"
"10027","Oxynoemacheilus brandtii","Least Concern",19849511,"Cypriniformes","Nemacheilidae",NA
"10028","Squalius cappadocicus","Critically Endangered",19849516,"Cypriniformes","Cyprinidae",NA
"10029","Squalius carinus","Endangered",19849535,"Cypriniformes","Cyprinidae",NA
"10030","Squalius turcicus","Least Concern",19849540,"Cypriniformes","Cyprinidae",NA
"10031","Salmo coruhensis","Near Threatened",19849589,"Salmoniformes","Salmonidae",NA
"10032","Oxynoemacheilus panthera","Endangered",19849594,"Cypriniformes","Nemacheilidae",NA
"10033","Knipowitschia byblisia","Least Concern",19849599,"Perciformes","Gobiidae","Y"
"10034","Boleophthalmus dussumieri","Least Concern",19849639,"Perciformes","Gobiidae","Y"
"10035","Squalius kottelati","Near Threatened",19849644,"Cypriniformes","Cyprinidae",NA
"10036","Ponticola cyrius","Least Concern",19849649,"Perciformes","Gobiidae",NA
"10037","Oxynoemacheilus germencicus","Vulnerable",19849664,"Cypriniformes","Nemacheilidae",NA
"10038","Periophthalmus waltoni","Least Concern",19849669,"Perciformes","Gobiidae","Y"
"10039","Pseudophoxinus hittitorum","Endangered",19849689,"Cypriniformes","Cyprinidae",NA
"10040","Knipowitschia caunosi","Least Concern",19849694,"Perciformes","Gobiidae","Y"
"10041","Pseudophoxinus hasani","Critically Endangered",19849699,"Cypriniformes","Cyprinidae",NA
"10042","Pseudophoxinus ninae","Critically Endangered",19849704,"Cypriniformes","Cyprinidae",NA
"10043","Ponticola turani","Vulnerable",19849709,"Perciformes","Gobiidae",NA
"10044","Rhodeus colchicus","Least Concern",19849729,"Cypriniformes","Cyprinidae",NA
"10045","Luciobarbus subquincunciatus","Critically Endangered",19849734,"Cypriniformes","Cyprinidae",NA
"10046","Pseudophoxinus zekayi","Vulnerable",19849749,"Cypriniformes","Cyprinidae",NA
"10047","Oxynoemacheilus paucilepis","Endangered",19849754,"Cypriniformes","Nemacheilidae",NA
"10048","Aphanius asquamatus","Least Concern",19849759,"Cyprinodontiformes","Cyprinodontidae",NA
"10049","Romanogobio macropterus","Least Concern",19849786,"Cypriniformes","Cyprinidae",NA
"10050","Ponticola rizensis","Endangered",19849796,"Perciformes","Gobiidae",NA
"10051","Oxynoemacheilus atili","Near Threatened",19849826,"Cypriniformes","Nemacheilidae",NA
"10052","Oxynoemacheilus samanticus","Least Concern",19849836,"Cypriniformes","Nemacheilidae",NA
"10053","Pseudophoxinus alii","Endangered",19849856,"Cypriniformes","Cyprinidae",NA
"10054","Mastacembelus mastacembelus","Least Concern",19849876,"Synbranchiformes","Mastacembelidae",NA
"10055","Luciobarbus xanthopterus","Vulnerable",19849886,"Cypriniformes","Cyprinidae",NA
"10056","Salmo chilo","Vulnerable",19849891,"Salmoniformes","Salmonidae",NA
"10057","Mystus pelusius","Least Concern",19849917,"Siluriformes","Bagridae","Y"
"10058","Oxynoemacheilus mesudae","Endangered",19849927,"Cypriniformes","Nemacheilidae",NA
"10059","Salmo platycephalus","Endangered",19849937,"Salmoniformes","Salmonidae",NA
"10060","Glyptothorax kurdistanicus","Data Deficient",19850050,"Siluriformes","Sisoridae",NA
"10061","Oxynoemacheilus kosswigi","Least Concern",19850065,"Cypriniformes","Nemacheilidae",NA
"10062","Squalius aristotelis","Least Concern",19850070,"Cypriniformes","Cyprinidae",NA
"10063","Silurus triostegus","Least Concern",19850080,"Siluriformes","Siluridae",NA
"10064","Squalius berak","Least Concern",19850085,"Cypriniformes","Cyprinidae",NA
"10065","Pungitius polyakovi","Near Threatened",19915571,"Gasterosteiformes","Gasterosteidae","Y"
"10066","Pungitius sinensis","Vulnerable",19915756,"Gasterosteiformes","Gasterosteidae","Y"
"10067","Oxynoemacheilus seyhanensis","Critically Endangered",19921910,"Cypriniformes","Nemacheilidae",NA
"10068","Pungitius stenurus","Endangered",19922552,"Gasterosteiformes","Gasterosteidae",NA
"10069","Gasterosteus wheatlandi","Least Concern",19922760,"Gasterosteiformes","Gasterosteidae","Y"
"10070","Pungitius bussei","Data Deficient",19928977,"Gasterosteiformes","Gasterosteidae",NA
"10071","Pungitius hellenicus","Critically Endangered",19928983,"Gasterosteiformes","Gasterosteidae",NA
"10072","Brama brama","Least Concern",19929350,"Perciformes","Bramidae","Y"
"10073","Parasaccogaster melanomycter","Data Deficient",19929386,"Ophidiiformes","Bythitidae",NA
"10074","Lagocephalus lagocephalus","Least Concern",19929421,"Tetraodontiformes","Tetraodontidae",NA
"10075","Cheilopogon exsiliens","Least Concern",19929431,"Beloniformes","Exocoetidae","Y"
"10076","Lucifuga simile","Critically Endangered",19929441,"Ophidiiformes","Bythitidae","Y"
"10077","Lucifuga spelaeotes","Vulnerable",19929465,"Ophidiiformes","Bythitidae","Y"
"10078","Spinachia spinachia","Least Concern",19929494,"Gasterosteiformes","Gasterosteidae","Y"
"10079","Paraschistura chrysicristinae","Critically Endangered",19967270,"Cypriniformes","Nemacheilidae",NA
"10080","Hippocampus erectus","Vulnerable",20191442,"Syngnathiformes","Syngnathidae","Y"
"10081","Ariomma melanum","Least Concern",20338873,"Perciformes","Ariommatidae","Y"
"10082","Taractes asper","Least Concern",20340565,"Perciformes","Bramidae","Y"
"10083","Symphurus oculellus","Least Concern",20341159,"Pleuronectiformes","Cynoglossidae","Y"
"10084","Physiculus fulvus","Least Concern",20341490,"Gadiformes","Moridae","Y"
"10085","Neobythites unicolor","Least Concern",20363358,"Ophidiiformes","Ophidiidae","Y"
"10086","Arctozenus risso","Least Concern",20363502,"Aulopiformes","Paralepididae","Y"
"10087","Lestidiops jayakari","Least Concern",20363536,"Aulopiformes","Paralepididae",NA
"10088","Lepophidium kallion","Least Concern",20424679,"Ophidiiformes","Ophidiidae","Y"
"10089","Acanthopagrus schlegelii","Least Concern",20567110,"Perciformes","Sparidae",NA
"10090","Anchoviella cayennensis","Least Concern",20682638,"Clupeiformes","Engraulidae","Y"
"10091","Anchoviella lepidentostole","Least Concern",20682643,"Clupeiformes","Engraulidae","Y"
"10092","Anthias woodsi","Least Concern",20682653,"Perciformes","Serranidae","Y"
"10093","Aulotrachichthys argyrophanus","Data Deficient",20682663,"Beryciformes","Trachichthyidae","Y"
"10094","Bellottia apoda","Least Concern",20682673,"Ophidiiformes","Bythitidae","Y"
"10095","Bembrops macromma","Least Concern",20682678,"Perciformes","Percophidae","Y"
"10096","Benthodesmus tenuis","Least Concern",20682683,"Perciformes","Trichiuridae","Y"
"10097","Brotulotaenia brevicauda","Least Concern",20682688,"Ophidiiformes","Ophidiidae","Y"
"10098","Bythites gerdae","Least Concern",20682693,"Ophidiiformes","Bythitidae","Y"
"10099","Cerdale floridana","Least Concern",20682698,"Perciformes","Microdesmidae","Y"
"10100","Citharichthys amblybregmatus","Data Deficient",20682708,"Pleuronectiformes","Paralichthyidae","Y"
"10101","Citharichthys dinoceros","Least Concern",20682713,"Pleuronectiformes","Paralichthyidae","Y"
"10102","Cubiceps capensis","Least Concern",20682718,"Perciformes","Nomeidae","Y"
"10103","Dibranchus atlanticus","Least Concern",20682723,"Lophiiformes","Ogcocephalidae","Y"
"10104","Dibranchus tremendus","Least Concern",20682728,"Lophiiformes","Ogcocephalidae","Y"
"10105","Diplacanthopoma brachysoma","Least Concern",20682733,"Ophidiiformes","Bythitidae","Y"
"10106","Diplospinus multistriatus","Least Concern",20682738,"Perciformes","Gempylidae","Y"
"10107","Emmelichthys ruber","Least Concern",20682748,"Perciformes","Emmelichthyidae","Y"
"10108","Epinnula magistralis","Least Concern",20682753,"Perciformes","Gempylidae","Y"
"10109","Eumegistus brevorti","Least Concern",20682758,"Perciformes","Bramidae","Y"
"10110","Fundulus majalis","Least Concern",20682763,"Cyprinodontiformes","Fundulidae","Y"
"10111","Halieutichthys aculeatus","Least Concern",20682768,"Lophiiformes","Ogcocephalidae","Y"
"10112","Hoplostethus mediterraneus","Least Concern",20682773,"Beryciformes","Trachichthyidae",NA
"10113","Hoplostethus occidentalis","Least Concern",20682778,"Beryciformes","Trachichthyidae","Y"
"10114","Howella atlantica","Least Concern",20682783,"Perciformes","Howellidae","Y"
"10115","Lepophidium collettei","Least Concern",20682793,"Ophidiiformes","Ophidiidae","Y"
"10116","Lepophidium crossotum","Least Concern",20682798,"Ophidiiformes","Ophidiidae","Y"
"10117","Lepophidium cultratum","Least Concern",20682803,"Ophidiiformes","Ophidiidae","Y"
"10118","Lepophidium entomelan","Least Concern",20682808,"Ophidiiformes","Ophidiidae","Y"
"10119","Lepophidium gilmorei","Least Concern",20682813,"Ophidiiformes","Ophidiidae",NA
"10120","Lepophidium marmoratum","Least Concern",20682818,"Ophidiiformes","Ophidiidae","Y"
"10121","Lepophidium robustum","Least Concern",20682823,"Ophidiiformes","Ophidiidae",NA
"10122","Lepophidium wileyi","Least Concern",20682828,"Ophidiiformes","Ophidiidae","Y"
"10123","Lepophidium zophochir","Least Concern",20682833,"Ophidiiformes","Ophidiidae","Y"
"10124","Lestidiops mirabilis","Least Concern",20682838,"Aulopiformes","Paralepididae","Y"
"10125","Malthopsis gnoma","Least Concern",20682843,"Lophiiformes","Ogcocephalidae","Y"
"10126","Microdesmus bahianus","Least Concern",20682848,"Perciformes","Microdesmidae","Y"
"10127","Microdesmus carri","Least Concern",20682853,"Perciformes","Microdesmidae","Y"
"10128","Microdesmus longipinnis","Least Concern",20682858,"Perciformes","Microdesmidae","Y"
"10129","Microdesmus luscus","Data Deficient",20682863,"Perciformes","Microdesmidae","Y"
"10130","Neobythites monocellatus","Least Concern",20683323,"Ophidiiformes","Ophidiidae","Y"
"10131","Neobythites ocellatus","Least Concern",20683328,"Ophidiiformes","Ophidiidae","Y"
"10132","Ogcocephalus corniger","Least Concern",20683338,"Lophiiformes","Ogcocephalidae","Y"
"10133","Ogcocephalus cubifrons","Least Concern",20683343,"Lophiiformes","Ogcocephalidae","Y"
"10134","Ogcocephalus nasutus","Least Concern",20683348,"Lophiiformes","Ogcocephalidae","Y"
"10135","Ogcocephalus notatus","Least Concern",20683353,"Lophiiformes","Ogcocephalidae","Y"
"10136","Ogcocephalus parvus","Least Concern",20683358,"Lophiiformes","Ogcocephalidae","Y"
"10137","Ogcocephalus rostellum","Least Concern",20683363,"Lophiiformes","Ogcocephalidae","Y"
"10138","Parazen pacificus","Least Concern",20683373,"Zeiformes","Parazenidae","Y"
"10139","Peristedion greyae","Least Concern",20683378,"Scorpaeniformes","Peristediidae","Y"
"10140","Peristedion imberbe","Least Concern",20683383,"Scorpaeniformes","Peristediidae","Y"
"10141","Peristedion thompsoni","Least Concern",20683388,"Scorpaeniformes","Peristediidae","Y"
"10142","Peristedion truncatum","Least Concern",20683393,"Scorpaeniformes","Peristediidae","Y"
"10143","Rosenblattichthys hubbsi","Least Concern",20683403,"Aulopiformes","Scopelarchidae","Y"
"10144","Saccogaster staigeri","Least Concern",20683408,"Ophidiiformes","Bythitidae","Y"
"10145","Scopelarchoides danae","Least Concern",20683413,"Aulopiformes","Scopelarchidae","Y"
"10146","Snyderidia canina","Least Concern",20683418,"Ophidiiformes","Carapidae","Y"
"10147","Symphurus stigmosus","Least Concern",20683433,"Pleuronectiformes","Cynoglossidae","Y"
"10148","Trichopsetta melasma","Least Concern",20683443,"Pleuronectiformes","Bothidae","Y"
"10149","Trichopsetta orbisulcus","Least Concern",20683448,"Pleuronectiformes","Bothidae","Y"
"10150","Verilus sordidus","Least Concern",20683463,"Perciformes","Acropomatidae","Y"
"10151","Prototroctes oxyrhynchus","Extinct",20887241,"Osmeriformes","Retropinnidae","Y"
"10152","Cypselurus comatus","Least Concern",21046827,"Beloniformes","Exocoetidae","Y"
"10153","Parexocoetus hillianus","Least Concern",21046839,"Beloniformes","Exocoetidae","Y"
"10154","Prognichthys glaphyrae","Least Concern",21046879,"Beloniformes","Exocoetidae","Y"
"10155","Prognichthys occidentalis","Least Concern",21046901,"Beloniformes","Exocoetidae","Y"
"10156","Paralepis elongata","Least Concern",21046914,"Aulopiformes","Paralepididae","Y"
"10157","Dolichopteroides binocularis","Least Concern",21406191,"Osmeriformes","Opisthoproctidae","Y"
"10158","Opisthoproctus grimaldii","Least Concern",21406957,"Osmeriformes","Opisthoproctidae","Y"
"10159","Opisthoproctus soleatus","Least Concern",21407208,"Osmeriformes","Opisthoproctidae","Y"
"10160","Winteria telescopa","Least Concern",21410726,"Osmeriformes","Opisthoproctidae","Y"
"10161","Barbantus curvifrons","Least Concern",21411016,"Osmeriformes","Platytroctidae","Y"
"10162","Holtbyrnia anomala","Least Concern",21449891,"Osmeriformes","Platytroctidae","Y"
"10163","Holtbyrnia cyanocephala","Least Concern",21643097,"Osmeriformes","Platytroctidae","Y"
"10164","Holtbyrnia innesi","Least Concern",21650903,"Osmeriformes","Platytroctidae","Y"
"10165","Holtbyrnia macrops","Least Concern",21651221,"Osmeriformes","Platytroctidae","Y"
"10166","Maulisia acuticeps","Least Concern",21707390,"Osmeriformes","Platytroctidae","Y"
"10167","Maulisia mauli","Least Concern",21750768,"Osmeriformes","Platytroctidae","Y"
"10168","Maulisia microlepis","Least Concern",21804214,"Osmeriformes","Platytroctidae","Y"
"10169","Apletodon pellegrini","Least Concern",21907061,"Gobiesociformes","Gobiesocidae","Y"
"10170","Normichthys operosus","Least Concern",21907090,"Osmeriformes","Platytroctidae","Y"
"10171","Chorisochismus dentex","Least Concern",21907812,"Gobiesociformes","Gobiesocidae","Y"
"10172","Diplecogaster bimaculata","Least Concern",21907817,"Gobiesociformes","Gobiesocidae",NA
"10173","Eckloniaichthys scylliorhiniceps","Least Concern",21907822,"Gobiesociformes","Gobiesocidae","Y"
"10174","Lecanogaster chrysea","Least Concern",21907827,"Gobiesociformes","Gobiesocidae","Y"
"10175","Lepadogaster purpurea","Least Concern",21907837,"Gobiesociformes","Gobiesocidae","Y"
"10176","Opeatogenys cadenati","Data Deficient",21907842,"Gobiesociformes","Gobiesocidae","Y"
"10177","Hoplostethus cadenati","Least Concern",21907969,"Beryciformes","Trachichthyidae","Y"
"10178","Hoplostethus melanopus","Least Concern",21907974,"Beryciformes","Trachichthyidae","Y"
"10179","Platytroctes apus","Least Concern",21908841,"Osmeriformes","Platytroctidae","Y"
"10180","Aristostomias grimaldii","Least Concern",21909179,"Stomiiformes","Stomiidae","Y"
"10181","Aristostomias polydactylus","Least Concern",21909184,"Stomiiformes","Stomiidae","Y"
"10182","Aristostomias xenostoma","Least Concern",21909189,"Stomiiformes","Stomiidae","Y"
"10183","Astronesthes caulophorus","Least Concern",21909194,"Stomiiformes","Stomiidae","Y"
"10184","Astronesthes gemmifer","Data Deficient",21909199,"Stomiiformes","Stomiidae","Y"
"10185","Astronesthes indicus","Least Concern",21909204,"Stomiiformes","Stomiidae","Y"
"10186","Astronesthes leucopogon","Least Concern",21909209,"Stomiiformes","Stomiidae","Y"
"10187","Astronesthes macropogon","Least Concern",21909214,"Stomiiformes","Stomiidae","Y"
"10188","Astronesthes micropogon","Least Concern",21909219,"Stomiiformes","Stomiidae","Y"
"10189","Astronesthes neopogon","Least Concern",21909224,"Stomiiformes","Stomiidae","Y"
"10190","Astronesthes niger","Least Concern",21909229,"Stomiiformes","Stomiidae","Y"
"10191","Astronesthes zharovi","Least Concern",21909239,"Stomiiformes","Stomiidae","Y"
"10192","Bathophilus ater","Least Concern",21909244,"Stomiiformes","Stomiidae","Y"
"10193","Bathophilus brevis","Least Concern",21909249,"Stomiiformes","Stomiidae","Y"
"10194","Bathophilus digitatus","Least Concern",21909254,"Stomiiformes","Stomiidae","Y"
"10195","Bathophilus irregularis","Least Concern",21909259,"Stomiiformes","Stomiidae","Y"
"10196","Bathophilus longipinnis","Least Concern",21909264,"Stomiiformes","Stomiidae","Y"
"10197","Bathophilus nigerrimus","Least Concern",21909269,"Stomiiformes","Stomiidae","Y"
"10198","Bathophilus pawneei","Least Concern",21909274,"Stomiiformes","Stomiidae","Y"
"10199","Bathophilus vaillanti","Least Concern",21909279,"Stomiiformes","Stomiidae","Y"
"10200","Borostomias antarcticus","Least Concern",21909284,"Stomiiformes","Stomiidae","Y"
"10201","Borostomias elucens","Least Concern",21909289,"Stomiiformes","Stomiidae","Y"
"10202","Borostomias mononema","Least Concern",21909294,"Stomiiformes","Stomiidae","Y"
"10203","Chauliodus danae","Least Concern",21909299,"Stomiiformes","Stomiidae","Y"
"10204","Chauliodus minimus","Least Concern",21909304,"Stomiiformes","Stomiidae","Y"
